Sr No.	Com Code	Doc type	Doc date	Posting date	Customer	reference	Assignment	Document number	doc headertext	Currency	posting key	Account	Amount	Profit center	Reference for  posting	Assignment for posting	Line item text
146	IAL	DZ	22032024	01042024	114792	QCRI 000055527	001001000185638		001-002-000055527	USD	40	41200016	59,84	WLA090	QCRI 000055527	001001000185638	A2203202407099242789200120010020000555271234567813
147	IAL	DZ	22032024	01042024	114792	QCR 000055528	001001000185639		001-002-000055528	USD	40	41200006	0,00	WLA090	QCR 000055528	001001000185639	A2203202407099242789200120010020000555281234567819
148	IAL	DZ	22032024	01042024	114792	QCRI 000055528	001001000185639		001-002-000055528	USD	40	41200016	48,53	WLA090	QCRI 000055528	001001000185639	A2203202407099242789200120010020000555281234567819
149	IAL	DZ	22032024	01042024	114792	QCR 000055529	001001000185640		001-002-000055529	USD	40	41200006	0,00	WLA090	QCR 000055529	001001000185640	A2203202407099242789200120010020000555291234567814
150	IAL	DZ	22032024	01042024	114792	QCRI 000055529	001001000185640		001-002-000055529	USD	40	41200016	0,07	WLA090	QCRI 000055529	001001000185640	A2203202407099242789200120010020000555291234567814
151	IAL	DZ	22032024	01042024	114792	QCR 000055530	001001000185641		001-002-000055530	USD	40	41200006	0,00	WLA090	QCR 000055530	001001000185641	A2203202407099242789200120010020000555301234567811
152	IAL	DZ	22032024	01042024	114792	QCRI 000055530	001001000185641		001-002-000055530	USD	40	41200016	0,16	WLA090	QCRI 000055530	001001000185641	A2203202407099242789200120010020000555301234567811
153	IAL	DZ	22032024	01042024	114792	QCR 000055531	001001000185642		001-002-000055531	USD	40	41200006	0,00	WLA090	QCR 000055531	001001000185642	A2203202407099242789200120010020000555311234567815
154	IAL	DZ	22032024	01042024	114792	QCRI 000055531	001001000185642		001-002-000055531	USD	40	41200016	2,71	WLA090	QCRI 000055531	001001000185642	A2203202407099242789200120010020000555311234567815
155	IAL	DZ	22032024	01042024	114792	QCR 000055532	001001000185643		001-002-000055532	USD	40	41200006	0,00	WLA090	QCR 000055532	001001000185643	A2203202407099242789200120010020000555321234567810
156	IAL	DZ	22032024	01042024	114792	QCRI 000055532	001001000185643		001-002-000055532	USD	40	41200016	1,38	WLA090	QCRI 000055532	001001000185643	A2203202407099242789200120010020000555321234567810
157	IAL	DZ	24032024	01042024	114792	QCR 000055533	001001000185645		001-002-000055533	USD	40	41200006	0,00	WLA090	QCR 000055533	001001000185645	A2403202407099242789200120010020000555331234567815
158	IAL	DZ	24032024	01042024	114792	QCRI 000055533	001001000185645		001-002-000055533	USD	40	41200016	39,20	WLA090	QCRI 000055533	001001000185645	A2403202407099242789200120010020000555331234567815
159	IAL	DZ	24032024	01042024	114792	QCR 000055534	001001000185646		001-002-000055534	USD	40	41200006	0,00	WLA090	QCR 000055534	001001000185646	A2403202407099242789200120010020000555341234567810
160	IAL	DZ	24032024	01042024	114792	QCRI 000055534	001001000185646		001-002-000055534	USD	40	41200016	16,87	WLA090	QCRI 000055534	001001000185646	A2403202407099242789200120010020000555341234567810
161	IAL	DZ	24032024	01042024	114792	QCR 000055535	001001000185647		001-002-000055535	USD	40	41200006	0,00	WLA090	QCR 000055535	001001000185647	A2403202407099242789200120010020000555351234567816
162	IAL	DZ	24032024	01042024	114792	QCRI 000055535	001001000185647		001-002-000055535	USD	40	41200016	13,90	WLA090	QCRI 000055535	001001000185647	A2403202407099242789200120010020000555351234567816
163	IAL	DZ	22032024	01042024	114792	QCR 000055536	002001000150825		001-002-000055536	USD	40	41200006	0,00	WLA090	QCR 000055536	002001000150825	A2203202407099242789200120010020000555361234567812
164	IAL	DZ	22032024	01042024	114792	QCRI 000055536	002001000150825		001-002-000055536	USD	40	41200016	22,21	WLA090	QCRI 000055536	002001000150825	A2203202407099242789200120010020000555361234567812
165	IAL	DZ	22032024	01042024	114792	QCR 000055537	002001000150824		001-002-000055537	USD	40	41200006	0,00	WLA090	QCR 000055537	002001000150824	A2203202407099242789200120010020000555371234567818
166	IAL	DZ	22032024	01042024	114792	QCRI 000055537	002001000150824		001-002-000055537	USD	40	41200016	36,76	WLA090	QCRI 000055537	002001000150824	A2203202407099242789200120010020000555371234567818
167	IAL	DZ	22032024	01042024	114792	QCR 000055538	002001000150826		001-002-000055538	USD	40	41200006	0,00	WLA090	QCR 000055538	002001000150826	A2203202407099242789200120010020000555381234567813
168	IAL	DZ	22032024	01042024	114792	QCRI 000055538	002001000150826		001-002-000055538	USD	40	41200016	14,99	WLA090	QCRI 000055538	002001000150826	A2203202407099242789200120010020000555381234567813
169	IAL	DZ	22032024	01042024	114792	QCR 000055539	002001000150827		001-002-000055539	USD	40	41200006	0,00	WLA090	QCR 000055539	002001000150827	A2203202407099242789200120010020000555391234567819
170	IAL	DZ	22032024	01042024	114792	QCRI 000055539	002001000150827		001-002-000055539	USD	40	41200016	23,28	WLA090	QCRI 000055539	002001000150827	A2203202407099242789200120010020000555391234567819
171	IAL	DZ	22032024	01042024	114792	QCR 000055540	002001000150828		001-002-000055540	USD	40	41200006	0,00	WLA090	QCR 000055540	002001000150828	A2203202407099242789200120010020000555401234567814
172	IAL	DZ	22032024	01042024	114792	QCRI 000055540	002001000150828		001-002-000055540	USD	40	41200016	55,63	WLA090	QCRI 000055540	002001000150828	A2203202407099242789200120010020000555401234567814
173	IAL	DZ	22032024	01042024	114792	QCR 000055541	002001000150829		001-002-000055541	USD	40	41200006	0,00	WLA090	QCR 000055541	002001000150829	A2203202407099242789200120010020000555411234567811
174	IAL	DZ	22032024	01042024	114792	QCRI 000055541	002001000150829		001-002-000055541	USD	40	41200016	30,94	WLA090	QCRI 000055541	002001000150829	A2203202407099242789200120010020000555411234567811
175	IAL	DZ	22032024	01042024	114792	QCR 000055542	002001000150835		001-002-000055542	USD	40	41200006	0,00	WLA090	QCR 000055542	002001000150835	A2203202407099242789200120010020000555421234567815
176	IAL	DZ	22032024	01042024	114792	QCRI 000055542	002001000150835		001-002-000055542	USD	40	41200016	22,78	WLA090	QCRI 000055542	002001000150835	A2203202407099242789200120010020000555421234567815
177	IAL	DZ	22032024	01042024	114792	QCR 000055543	002001000150836		001-002-000055543	USD	40	41200006	0,00	WLA090	QCR 000055543	002001000150836	A2203202407099242789200120010020000555431234567810
178	IAL	DZ	22032024	01042024	114792	QCRI 000055543	002001000150836		001-002-000055543	USD	40	41200016	11,71	WLA090	QCRI 000055543	002001000150836	A2203202407099242789200120010020000555431234567810
179	IAL	DZ	22032024	01042024	114792	QCR 000055544	002001000150837		001-002-000055544	USD	40	41200006	0,00	WLA090	QCR 000055544	002001000150837	A2203202407099242789200120010020000555441234567816
180	IAL	DZ	22032024	01042024	114792	QCRI 000055544	002001000150837		001-002-000055544	USD	40	41200016	7,88	WLA090	QCRI 000055544	002001000150837	A2203202407099242789200120010020000555441234567816
181	IAL	DZ	27032024	01042024	119544	QCR 000068063	001001000185801		001-002-000068063	USD	40	41200006	0,00	WLA090	QCR 000068063	001001000185801	A2703202407179129903500120010020000680639991427411
182	IAL	DZ	27032024	01042024	119544	QCRI 000068063	001001000185801		001-002-000068063	USD	40	41200016	47,11	WLA090	QCRI 000068063	001001000185801	A2703202407179129903500120010020000680639991427411
183	IAL	DZ	22032024	01042024	91108	QCRI 000241644	002001000150816		001-002-000241644	USD	40	41200016	50,85	WLA090	QCRI 000241644	002001000150816	A2203202407139170082200120010020002416442416449911
184	IAL	DZ	22032024	01042024	91108	QCR 000241644	002001000150816		001-002-000241644	USD	40	41200006	0,00	WLA090	QCR 000241644	002001000150816	A2203202407139170082200120010020002416442416449911
185	IAL	DZ	22032024	01042024	139906	QCR 000000908	001001000185586		001-003-000000908	USD	40	41200006	0,00	WLA090	QCR 000000908	001001000185586	A2203202407080047275500120010030000009081234567811
186	IAL	DZ	24032024	01042024	143454	QCR 000007840	001001000185655		001-003-000007840	USD	40	41200006	0,00	WLA090	QCR 000007840	001001000185655	A2403202407180345948400120010030000078401234567811
187	IAL	DZ	28032024	01042024	94749	QCRI 000024907	002001000151068		001-003-000024907	USD	40	41200016	1093,39	WLA090	QCRI 000024907	002001000151068	A2803202407099002100700120010030000249071234567814
188	IAL	DZ	28032024	01042024	94749	QCR 000024907	002001000151068		001-003-000024907	USD	40	41200006	0,00	WLA090	QCR 000024907	002001000151068	A2803202407099002100700120010030000249071234567814
189	IAL	DZ	22032024	01042024	90322	QCRI 000034916	003001000083339		001-003-000034916	USD	40	41200016	131,85	WLA090	QCRI 000034916	003001000083339	A2203202407079170818400120010030000349161234567811
190	IAL	DZ	20022024	01042024	90322	QCRI 000034925	003001000082560		001-003-000034925	USD	40	41200016	1,56	WLA090	QCRI 000034925	003001000082560	A2002202407079170818400120010030000349251234567815
191	IAL	DZ	15022024	01042024	90322	QCRI 000034926	003001000082465		001-003-000034926	USD	40	41200016	109,36	WLA090	QCRI 000034926	003001000082465	A1502202407079170818400120010030000349261234567811
192	IAL	DZ	15022024	01042024	90322	QCRI 000034927	003001000082464		001-003-000034927	USD	40	41200016	45,75	WLA090	QCRI 000034927	003001000082464	A1502202407079170818400120010030000349271234567815
193	IAL	DZ	20022024	01042024	90322	QCRI 000034928	003001000082559		001-003-000034928	USD	40	41200016	4,72	WLA090	QCRI 000034928	003001000082559	A2002202407079170818400120010030000349281234567811
194	IAL	DZ	26032024	01042024	90322	QCRI 000034933	003001000083405		001-003-000034933	USD	40	41200016	6,83	WLA090	QCRI 000034933	003001000083405	A2603202407079170818400120010030000349331234567812
195	IAL	DZ	26032024	01042024	90791	QCRI 000039504	001001000185752		001-003-000039504	USD	40	41200016	363,71	WLA090	QCRI 000039504	001001000185752	A2603202407189171018200120010030000395042456102213
196	IAL	DZ	26032024	01042024	90791	QCR 000039504	001001000185752		001-003-000039504	USD	40	41200006	0,00	WLA090	QCR 000039504	001001000185752	A2603202407189171018200120010030000395042456102213
197	IAL	DZ	26032024	01042024	90791	QCRI 000039505	001001000185746		001-003-000039505	USD	40	41200016	243,49	WLA090	QCRI 000039505	001001000185746	A2603202407189171018200120010030000395058940682112
198	IAL	DZ	26032024	01042024	90791	QCR 000039505	001001000185746		001-003-000039505	USD	40	41200006	0,00	WLA090	QCR 000039505	001001000185746	A2603202407189171018200120010030000395058940682112
199	IAL	DZ	27032024	01042024	90791	QCRI 000039506	001001000185755		001-003-000039506	USD	40	41200016	39,16	WLA090	QCRI 000039506	001001000185755	A2703202407189171018200120010030000395061174641218
200	IAL	DZ	27032024	01042024	90791	QCR 000039506	001001000185755		001-003-000039506	USD	40	41200006	0,00	WLA090	QCR 000039506	001001000185755	A2703202407189171018200120010030000395061174641218
201	IAL	DZ	28032024	01042024	90791	QCRI 000039534	001001000185843		001-003-000039534	USD	40	41200016	84,71	WLA090	QCRI 000039534	001001000185843	A2803202407189171018200120010030000395346384188019
202	IAL	DZ	28032024	01042024	90791	QCR 000039534	001001000185843		001-003-000039534	USD	40	41200006	0,00	WLA090	QCR 000039534	001001000185843	A2803202407189171018200120010030000395346384188019
203	IAL	DZ	27032024	01042024	90791	QCRI 000039537	001001000185818		001-003-000039537	USD	40	41200016	162,06	WLA090	QCRI 000039537	001001000185818	A2703202407189171018200120010030000395378117761219
204	IAL	DZ	27032024	01042024	90791	QCR 000039537	001001000185818		001-003-000039537	USD	40	41200006	0,00	WLA090	QCR 000039537	001001000185818	A2703202407189171018200120010030000395378117761219
205	IAL	DZ	27032024	01042024	90791	QCRI 000039538	001001000185819		001-003-000039538	USD	40	41200016	93,81	WLA090	QCRI 000039538	001001000185819	A2703202407189171018200120010030000395383619939813
206	IAL	DZ	27032024	01042024	90791	QCR 000039538	001001000185819		001-003-000039538	USD	40	41200006	0,00	WLA090	QCR 000039538	001001000185819	A2703202407189171018200120010030000395383619939813
207	IAL	DZ	26032024	01042024	90171	QCRI 000052277	001001000185713		001-003-000052277	USD	40	41200016	3,41	WLA090	QCRI 000052277	001001000185713	A2603202407179173196400120010030000522772518054710
208	IAL	DZ	27032024	01042024	90171	QCRI 000052351	001001000185782		001-003-000052351	USD	40	41200016	9,01	WLA090	QCRI 000052351	001001000185782	A2703202407179173196400120010030000523516591361712
209	IAL	DZ	27032024	01042024	90171	QCRI 000052426	002001000151019		001-003-000052426	USD	40	41200016	25,67	WLA090	QCRI 000052426	002001000151019	A2703202407179173196400120010030000524268813583212
210	IAL	DZ	27032024	01042024	90171	QCRI 000052507	002001000151020		001-003-000052507	USD	40	41200016	7,53	WLA090	QCRI 000052507	002001000151020	A2703202407179173196400120010030000525079066988417
211	IAL	DZ	28032024	01042024	90171	QCRI 000052510	001001000185842		001-003-000052510	USD	40	41200016	6,34	WLA090	QCRI 000052510	001001000185842	A2803202407179173196400120010030000525104590285211
212	IAL	DZ	27032024	01042024	90171	QCRI 000052547	001001000185766		001-003-000052547	USD	40	41200016	17,26	WLA090	QCRI 000052547	001001000185766	A2703202407179173196400120010030000525473186574519
213	IAL	DZ	27032024	01042024	90171	QCRI 000052652	001001000185767		001-003-000052652	USD	40	41200016	10,72	WLA090	QCRI 000052652	001001000185767	A2703202407179173196400120010030000526528624038814
214	IAL	DZ	27032024	01042024	90171	QCRI 000052653	001001000185761		001-003-000052653	USD	40	41200016	5,44	WLA090	QCRI 000052653	001001000185761	A2703202407179173196400120010030000526539607359617
215	IAL	DZ	27032024	01042024	90171	QCRI 000052654	001001000185764		001-003-000052654	USD	40	41200016	6,83	WLA090	QCRI 000052654	001001000185764	A2703202407179173196400120010030000526543842518010
216	IAL	DZ	27032024	01042024	90171	QCRI 000052655	001001000185765		001-003-000052655	USD	40	41200016	2,90	WLA090	QCRI 000052655	001001000185765	A2703202407179173196400120010030000526559894007018
217	IAL	DZ	22032024	01042024	93621	QCRI 000075164	001001000185622		001-003-000075164	USD	40	41200016	83,13	WLA090	QCRI 000075164	001001000185622	A2203202407099247273100120010030000751642056789510
218	IAL	DZ	22032024	01042024	93621	QCR 000075164	001001000185622		001-003-000075164	USD	40	41200006	0,00	WLA090	QCR 000075164	001001000185622	A2203202407099247273100120010030000751642056789510
219	IAL	DZ	22032024	01042024	93621	QCRI 000075166	002001000150840		001-003-000075166	USD	40	41200016	3,72	WLA090	QCRI 000075166	002001000150840	A2203202407099247273100120010030000751662056789716
220	IAL	DZ	22032024	01042024	93621	QCR 000075166	002001000150840		001-003-000075166	USD	40	41200006	0,00	WLA090	QCR 000075166	002001000150840	A2203202407099247273100120010030000751662056789716
221	IAL	DZ	22032024	01042024	93621	QCRI 000075178	002001000150841		001-003-000075178	USD	40	41200016	101,46	WLA090	QCRI 000075178	002001000150841	A2203202407099247273100120010030000751782056790914
222	IAL	DZ	22032024	01042024	93621	QCR 000075178	002001000150841		001-003-000075178	USD	40	41200006	0,00	WLA090	QCR 000075178	002001000150841	A2203202407099247273100120010030000751782056790914
223	IAL	DZ	28032024	01042024	90403	QCRI 000708001	002001000149100		001-003-000708001	USD	40	41200016	5,68	WLA090	QCRI 000708001	002001000149100	A2803202407099034747600120010030007080013373991317
224	IAL	DZ	28032024	01042024	90403	QCRI 000708002	002001000149254		001-003-000708002	USD	40	41200016	2,76	WLA090	QCRI 000708002	002001000149254	A2803202407099034747600120010030007080021001140811
225	IAL	DZ	28032024	01042024	90403	QCRI 000708003	001001000185486		001-003-000708003	USD	40	41200016	7,53	WLA090	QCRI 000708003	001001000185486	A2803202407099034747600120010030007080031345302113
226	IAL	DZ	28032024	01042024	90403	QCRI 000708004	001001000185487		001-003-000708004	USD	40	41200016	8,52	WLA090	QCRI 000708004	001001000185487	A2803202407099034747600120010030007080041846487410
227	IAL	DZ	28032024	01042024	90403	QCRI 000708005	001001000185489		001-003-000708005	USD	40	41200016	15,23	WLA090	QCRI 000708005	001001000185489	A2803202407099034747600120010030007080051576763513
228	IAL	DZ	28032024	01042024	90403	QCRI 000708006	001001000185491		001-003-000708006	USD	40	41200016	4,23	WLA090	QCRI 000708006	001001000185491	A2803202407099034747600120010030007080067796981515
229	IAL	DZ	28032024	01042024	90403	QCRI 000708007	001001000185513		001-003-000708007	USD	40	41200016	21,46	WLA090	QCRI 000708007	001001000185513	A2803202407099034747600120010030007080074621210512
230	IAL	DZ	28032024	01042024	90403	QCRI 000708008	001001000185519		001-003-000708008	USD	40	41200016	4,08	WLA090	QCRI 000708008	001001000185519	A2803202407099034747600120010030007080088500023619
231	IAL	DZ	28032024	01042024	90403	QCRI 000708009	001001000185521		001-003-000708009	USD	40	41200016	7,53	WLA090	QCRI 000708009	001001000185521	A2803202407099034747600120010030007080099836449810
232	IAL	DZ	28032024	01042024	90403	QCRI 000708010	001001000185526		001-003-000708010	USD	40	41200016	12,50	WLA090	QCRI 000708010	001001000185526	A2803202407099034747600120010030007080103379049310
233	IAL	DZ	28032024	01042024	90403	QCRI 000708011	001001000185560		001-003-000708011	USD	40	41200016	4,88	WLA090	QCRI 000708011	001001000185560	A2803202407099034747600120010030007080113042019016
234	IAL	DZ	28032024	01042024	90403	QCRI 000708012	001001000185564		001-003-000708012	USD	40	41200016	5,74	WLA090	QCRI 000708012	001001000185564	A2803202407099034747600120010030007080129098832910
235	IAL	DZ	28032024	01042024	90403	QCRI 000708013	001001000185582		001-003-000708013	USD	40	41200016	82,13	WLA090	QCRI 000708013	001001000185582	A2803202407099034747600120010030007080130478325815
236	IAL	DZ	28032024	01042024	90403	QCRI 000708014	001001000185583		001-003-000708014	USD	40	41200016	2,14	WLA090	QCRI 000708014	001001000185583	A2803202407099034747600120010030007080141888325512
237	IAL	DZ	28032024	01042024	90403	QCRI 000708015	001001000185584		001-003-000708015	USD	40	41200016	1,71	WLA090	QCRI 000708015	001001000185584	A2803202407099034747600120010030007080153397789914
238	IAL	DZ	28032024	01042024	90403	QCRI 000708016	001001000185585		001-003-000708016	USD	40	41200016	5,07	WLA090	QCRI 000708016	001001000185585	A2803202407099034747600120010030007080160982424316
239	IAL	DZ	28032024	01042024	90403	QCRI 000708017	001001000185588		001-003-000708017	USD	40	41200016	20,16	WLA090	QCRI 000708017	001001000185588	A2803202407099034747600120010030007080176928821710
240	IAL	DZ	28032024	01042024	90403	QCRI 000708018	001001000185589		001-003-000708018	USD	40	41200016	5,44	WLA090	QCRI 000708018	001001000185589	A2803202407099034747600120010030007080183214277517
241	IAL	DZ	28032024	01042024	90403	QCRI 000708019	001001000185604		001-003-000708019	USD	40	41200016	14,14	WLA090	QCRI 000708019	001001000185604	A2803202407099034747600120010030007080195172073116
242	IAL	DZ	28032024	01042024	90403	QCRI 000708020	001001000185608		001-003-000708020	USD	40	41200016	16,11	WLA090	QCRI 000708020	001001000185608	A2803202407099034747600120010030007080209872633814
243	IAL	DZ	28032024	01042024	90403	QCRI 000708021	001001000185612		001-003-000708021	USD	40	41200016	22,23	WLA090	QCRI 000708021	001001000185612	A2803202407099034747600120010030007080216962857912
244	IAL	DZ	28032024	01042024	90403	QCRI 000708022	001001000185652		001-003-000708022	USD	40	41200016	1,32	WLA090	QCRI 000708022	001001000185652	A2803202407099034747600120010030007080224797206815
245	IAL	DZ	28032024	01042024	90403	QCRI 000708023	001001000185661		001-003-000708023	USD	40	41200016	4,26	WLA090	QCRI 000708023	001001000185661	A2803202407099034747600120010030007080234465811214
246	IAL	DZ	28032024	01042024	90403	QCRI 000708024	001001000185667		001-003-000708024	USD	40	41200016	3,66	WLA090	QCRI 000708024	001001000185667	A2803202407099034747600120010030007080240895832010
247	IAL	DZ	28032024	01042024	90403	QCRI 000708025	001001000185686		001-003-000708025	USD	40	41200016	1,60	WLA090	QCRI 000708025	001001000185686	A2803202407099034747600120010030007080251802832212
248	IAL	DZ	28032024	01042024	90403	QCRI 000708026	001001000185688		001-003-000708026	USD	40	41200016	3,73	WLA090	QCRI 000708026	001001000185688	A2803202407099034747600120010030007080268966766415
249	IAL	DZ	28032024	01042024	90403	QCRI 000708027	001001000185696		001-003-000708027	USD	40	41200016	3,72	WLA090	QCRI 000708027	001001000185696	A2803202407099034747600120010030007080273350224019
250	IAL	DZ	28032024	01042024	90403	QCRI 000708028	001001000185717		001-003-000708028	USD	40	41200016	4,76	WLA090	QCRI 000708028	001001000185717	A2803202407099034747600120010030007080283090039919
251	IAL	DZ	28032024	01042024	90403	QCRI 000708029	001001000185745		001-003-000708029	USD	40	41200016	46,98	WLA090	QCRI 000708029	001001000185745	A2803202407099034747600120010030007080298836352917
252	IAL	DZ	28032024	01042024	90403	QCRI 000708030	001001000185750		001-003-000708030	USD	40	41200016	0,69	WLA090	QCRI 000708030	001001000185750	A2803202407099034747600120010030007080308023171211
253	IAL	DZ	28032024	01042024	90403	QCRI 000708031	001001000185751		001-003-000708031	USD	40	41200016	12,01	WLA090	QCRI 000708031	001001000185751	A2803202407099034747600120010030007080314809577716
254	IAL	DZ	28032024	01042024	90403	QCRI 000708032	001001000185753		001-003-000708032	USD	40	41200016	5,86	WLA090	QCRI 000708032	001001000185753	A2803202407099034747600120010030007080325031775312
255	IAL	DZ	28032024	01042024	90403	QCRI 000708033	002001000150672		001-003-000708033	USD	40	41200016	9,98	WLA090	QCRI 000708033	002001000150672	A2803202407099034747600120010030007080334863127212
256	IAL	DZ	28032024	01042024	90403	QCRI 000708034	002001000150673		001-003-000708034	USD	40	41200016	22,93	WLA090	QCRI 000708034	002001000150673	A2803202407099034747600120010030007080341207865416
257	IAL	DZ	28032024	01042024	90403	QCRI 000708035	002001000150685		001-003-000708035	USD	40	41200016	0,63	WLA090	QCRI 000708035	002001000150685	A2803202407099034747600120010030007080351237465817
258	IAL	DZ	28032024	01042024	90403	QCRI 000708036	002001000150691		001-003-000708036	USD	40	41200016	15,51	WLA090	QCRI 000708036	002001000150691	A2803202407099034747600120010030007080363006141812
259	IAL	DZ	28032024	01042024	90403	QCRI 000708037	002001000150692		001-003-000708037	USD	40	41200016	5,53	WLA090	QCRI 000708037	002001000150692	A2803202407099034747600120010030007080370466796317
260	IAL	DZ	28032024	01042024	90403	QCRI 000708038	002001000150693		001-003-000708038	USD	40	41200016	64,71	WLA090	QCRI 000708038	002001000150693	A2803202407099034747600120010030007080386268270710
261	IAL	DZ	28032024	01042024	90403	QCRI 000708039	002001000150722		001-003-000708039	USD	40	41200016	2,21	WLA090	QCRI 000708039	002001000150722	A2803202407099034747600120010030007080391282542212
262	IAL	DZ	28032024	01042024	90403	QCRI 000708040	002001000150724		001-003-000708040	USD	40	41200016	3,86	WLA090	QCRI 000708040	002001000150724	A2803202407099034747600120010030007080408179869912
263	IAL	DZ	28032024	01042024	90403	QCRI 000708041	002001000150728		001-003-000708041	USD	40	41200016	0,77	WLA090	QCRI 000708041	002001000150728	A2803202407099034747600120010030007080419389056010
264	IAL	DZ	28032024	01042024	90403	QCRI 000708042	002001000150729		001-003-000708042	USD	40	41200016	12,11	WLA090	QCRI 000708042	002001000150729	A2803202407099034747600120010030007080422972126915
265	IAL	DZ	28032024	01042024	90403	QCRI 000708043	002001000150730		001-003-000708043	USD	40	41200016	17,12	WLA090	QCRI 000708043	002001000150730	A2803202407099034747600120010030007080439838640610
266	IAL	DZ	28032024	01042024	90403	QCRI 000708044	002001000150731		001-003-000708044	USD	40	41200016	1,70	WLA090	QCRI 000708044	002001000150731	A2803202407099034747600120010030007080444582614610
267	IAL	DZ	28032024	01042024	90403	QCRI 000708045	002001000150732		001-003-000708045	USD	40	41200016	2,42	WLA090	QCRI 000708045	002001000150732	A2803202407099034747600120010030007080459914192216
268	IAL	DZ	28032024	01042024	90403	QCRI 000708046	002001000150741		001-003-000708046	USD	40	41200016	15,42	WLA090	QCRI 000708046	002001000150741	A2803202407099034747600120010030007080461637748011
269	IAL	DZ	28032024	01042024	90403	QCRI 000708047	002001000150742		001-003-000708047	USD	40	41200016	8,97	WLA090	QCRI 000708047	002001000150742	A2803202407099034747600120010030007080472981871612
270	IAL	DZ	28032024	01042024	90403	QCRI 000708048	002001000150743		001-003-000708048	USD	40	41200016	30,64	WLA090	QCRI 000708048	002001000150743	A2803202407099034747600120010030007080487365559513
271	IAL	DZ	28032024	01042024	90403	QCRI 000708049	002001000150744		001-003-000708049	USD	40	41200016	4,63	WLA090	QCRI 000708049	002001000150744	A2803202407099034747600120010030007080492591634610
272	IAL	DZ	28032024	01042024	90403	QCRI 000708050	002001000150754		001-003-000708050	USD	40	41200016	10,23	WLA090	QCRI 000708050	002001000150754	A2803202407099034747600120010030007080500822813117
273	IAL	DZ	28032024	01042024	90403	QCRI 000708051	002001000150763		001-003-000708051	USD	40	41200016	6,54	WLA090	QCRI 000708051	002001000150763	A2803202407099034747600120010030007080516740586914
274	IAL	DZ	28032024	01042024	90403	QCRI 000708052	002001000150764		001-003-000708052	USD	40	41200016	1,58	WLA090	QCRI 000708052	002001000150764	A2803202407099034747600120010030007080522147263211
275	IAL	DZ	28032024	01042024	90403	QCRI 000708053	002001000150765		001-003-000708053	USD	40	41200016	0,53	WLA090	QCRI 000708053	002001000150765	A2803202407099034747600120010030007080534221723414
276	IAL	DZ	28032024	01042024	90403	QCRI 000708054	002001000150794		001-003-000708054	USD	40	41200016	5,64	WLA090	QCRI 000708054	002001000150794	A2803202407099034747600120010030007080547027289015
277	IAL	DZ	28032024	01042024	90403	QCRI 000708055	002001000150817		001-003-000708055	USD	40	41200016	23,47	WLA090	QCRI 000708055	002001000150817	A2803202407099034747600120010030007080554221497113
278	IAL	DZ	28032024	01042024	90403	QCRI 000708056	002001000150820		001-003-000708056	USD	40	41200016	5,93	WLA090	QCRI 000708056	002001000150820	A2803202407099034747600120010030007080561365542810
279	IAL	DZ	28032024	01042024	90403	QCRI 000708057	002001000150821		001-003-000708057	USD	40	41200016	4,11	WLA090	QCRI 000708057	002001000150821	A2803202407099034747600120010030007080579246779515
280	IAL	DZ	28032024	01042024	90403	QCRI 000708058	002001000150822		001-003-000708058	USD	40	41200016	14,18	WLA090	QCRI 000708058	002001000150822	A2803202407099034747600120010030007080588754230811
281	IAL	DZ	28032024	01042024	90403	QCRI 000708059	002001000150830		001-003-000708059	USD	40	41200016	5,33	WLA090	QCRI 000708059	002001000150830	A2803202407099034747600120010030007080599673581417
282	IAL	DZ	28032024	01042024	90403	QCRI 000708060	002001000150831		001-003-000708060	USD	40	41200016	4,18	WLA090	QCRI 000708060	002001000150831	A2803202407099034747600120010030007080603692340517
283	IAL	DZ	28032024	01042024	90403	QCRI 000708061	002001000150832		001-003-000708061	USD	40	41200016	26,67	WLA090	QCRI 000708061	002001000150832	A2803202407099034747600120010030007080618478405013
284	IAL	DZ	28032024	01042024	90403	QCRI 000708062	002001000150833		001-003-000708062	USD	40	41200016	0,46	WLA090	QCRI 000708062	002001000150833	A2803202407099034747600120010030007080621618214117
285	IAL	DZ	28032024	01042024	90403	QCRI 000708063	002001000150842		001-003-000708063	USD	40	41200016	0,95	WLA090	QCRI 000708063	002001000150842	A2803202407099034747600120010030007080633703397717
286	IAL	DZ	28032024	01042024	90403	QCRI 000708064	002001000150843		001-003-000708064	USD	40	41200016	12,72	WLA090	QCRI 000708064	002001000150843	A2803202407099034747600120010030007080642760737418
287	IAL	DZ	28032024	01042024	90403	QCRI 000708065	002001000150844		001-003-000708065	USD	40	41200016	0,67	WLA090	QCRI 000708065	002001000150844	A2803202407099034747600120010030007080659317078118
288	IAL	DZ	28032024	01042024	90403	QCRI 000708066	002001000150845		001-003-000708066	USD	40	41200016	2,29	WLA090	QCRI 000708066	002001000150845	A2803202407099034747600120010030007080665534987711
289	IAL	DZ	28032024	01042024	90403	QCRI 000708067	002001000150846		001-003-000708067	USD	40	41200016	30,74	WLA090	QCRI 000708067	002001000150846	A2803202407099034747600120010030007080674565493910
290	IAL	DZ	28032024	01042024	90403	QCRI 000708068	002001000150847		001-003-000708068	USD	40	41200016	12,81	WLA090	QCRI 000708068	002001000150847	A2803202407099034747600120010030007080680093774414
